class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
"hydrolase,_acting_on_acid_anhydrides,_involved_in_cellular_and_subcellular_movement_GO:0016821"	59	44	1.808036972	0.46048	1.066900798	0.79142	0.471422906	0.553229612	0.084370024	0.128787536	0.091815534	0.192434667	0.232272524	0.26158054	0.363769572	0.365146389	0.31302873	0.263618236
"hydrolase,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds,_in_cyclic_amides_GO:0016812"	37	33	3.036409593	0.12535	3.791096495	0.07804	0.529527393	0.3411923	0.099040289	0.149599355	0.063272614	0.014155563	0.121081102	0.262551401	0.389870498	0.542575852	0.675089476	0.749602792
"hydrolase,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds,_in_cyclic_amidines_GO:0016814"	8	6	2.139333604	0.33481	1.366801307	0.65389	0.576658625	0.466828061	0.287724492	0.32660975	0.217751929	0.109632399	0.055472249	0.027174584	0.842839337	0.894951432	0.931162832	0.949028537
"hydrolase,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds,_in_linear_amides_GO:0016811"	11	10	2.872629207	0.15068	1.971257991	0.41231	0.530485156	0.242625236	0.243953754	0.208351737	0.065491795	0.066897413	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
"hydrolase,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds,_in_linear_amidines_GO:0016813"	17	14	0.918802983	0.87448	1.0888717	0.78092	0.611239521	0.708930598	0.116562754	0.202609025	0.061773984	0.010192287	0.011785653	0.112445161	0.670892621	0.771751163	0.846625565	0.885032591
"hydrolase,_acting_on_carbon-nitrogen_(but_not_peptide)_bonds_GO:0016810"	5	5	2.156749821	0.32865	1.366801307	0.65389	0.373827041	0.425153709	0.3408378	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
"hydrolase,_acting_on_ether_bonds_GO:0016801"	9	6	4.341903672	0.02694	4.88941029	0.03192	0.809770808	0.089924108	0.148067816	0.01162469	8.89E-04	0.017534075	0.055472249	0.027174584	0.842839337	0.894951432	0.931162832	0.949028537
"hydrolase,_acting_on_glycosyl_bonds_GO:0016798"	82	68	1.908642974	0.41932	1.38721484	0.64692	0.488253882	0.567934327	0.083084981	0.074633142	0.100916802	0.156849597	0.182135236	0.210606382	0.283286043	0.362041106	0.364100466	0.331007278
"hydrolase,_hydrolyzing_N-glycosyl_compounds_GO:0016799"	13	9	2.305434444	0.28086	1.45040471	0.62065	0.534733116	0.439083579	0.260074369	0.180828505	0.146882411	0.052441244	0.353574361	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
"hydrolase,_hydrolyzing_O-glycosyl_compounds_GO:0004553"	63	54	1.839717442	0.44776	1.231572068	0.71346	0.477387725	0.629489118	0.087496132	0.106584726	0.137888527	0.143883846	0.202578185	0.259539725	0.335621968	0.372527247	0.341306494	0.296734263
hydro-lyase_GO:0016836	39	35	3.112789016	0.11511	1.262819368	0.69672	0.537773013	0.402536023	0.113602544	0.101579811	0.021710388	5.77E-04	8.46E-05	8.47E-04	0.013313354	0.003243589	0.007232821	0.033397662
hydroxymethylglutaryl-CoA_reductase_(NADPH)_GO:0004420	7	5	1.388854017	0.65421	1.326582968	0.66952	0.5062598	0.519664864	0.219298011	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
IgE_binding_GO:0019863	5	4	3.57753582	0.06871	1.861254705	0.45071	0.547274481	0.381202079	0.363346095	0.407966121	0.395968463	0.305396706	0.226278927	0.162449802	0.103177133	0.069357918	0.045613147	0.033831599
IgG_binding_GO:0019864	8	6	1.648802072	0.53084	1.844607478	0.45515	0.552834741	0.423386027	0.148067816	0.32660975	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
immunoglobulin_binding_GO:0019865	14	11	2.219292153	0.30793	1.711242916	0.50521	0.507225545	0.455224645	0.215736008	0.253265918	0.274828401	0.379580663	0.373477846	0.319382654	0.23260268	0.167701736	0.115514727	0.087599816
immunoglobulin_receptor_GO:0016489	11	5	0.975050809	0.85068	0.510705135	0.97275	0.312386926	0.710970343	0.10276502	0.352456259	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
"importin,_alpha-subunit_GO:0005647"	6	6	2.779287522	0.1683	2.733017055	0.2121	0.630337756	0.3205331	0.148067816	0.194525902	0.217751929	0.365128917	0.293365414	0.221402821	0.146226035	0.894951432	0.931162832	0.949028537
"importin,_beta-subunit_GO:0005648"	13	12	2.000474679	0.38383	1.93241031	0.4263	0.62477869	0.270213605	0.040142204	0.167713924	0.294565625	0.2559552	0.416214723	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
inactivation_of_MAPK_GO:0000188	11	8	2.153627056	0.32996	2.243804038	0.32841	0.547086149	0.279408703	0.264348341	0.291254532	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
induction_of_apoptosis_by_DNA_damage_GO:0008630	9	5	2.972179815	0.13501	2.887662936	0.18403	0.610589796	0.202278603	0.3408378	0.315002784	0.406617398	0.340818231	0.262961928	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
induction_of_apoptosis_by_extracellular_signals_GO:0008624	42	28	1.857579748	0.44015	1.225572146	0.71683	0.449020319	0.642351908	0.054649174	0.135840667	0.185669502	0.237418718	0.184542748	0.359426055	0.365159471	0.312153726	0.24064043	0.19260342
induction_of_apoptosis_by_hormones_GO:0008628	5	4	2.039210127	0.36936	1.225572146	0.71683	0.474614086	0.528413159	0.188107626	0.407966121	0.395968463	0.305396706	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
induction_of_apoptosis_by_intracellular_signals_GO:0008629	21	14	2.656531826	0.19314	2.436486951	0.27713	0.542743299	0.3056161	0.211267559	0.135715493	0.142326924	0.129004287	0.05681308	0.352004183	0.670892621	0.771751163	0.846625565	0.885032591
induction_of_apoptosis_GO:0006917	11	8	1.938096915	0.40702	1.272667979	0.691	0.411181829	0.54161084	0.159454481	0.291254532	0.360648127	0.388016702	0.338068995	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
induction_of_apoptosis_via_death_domain_receptors_GO:0008625	136	96	1.538250176	0.58088	1.32879686	0.66869	0.485529726	0.611201914	0.03774672	0.083499959	0.106662483	0.124297165	0.130461497	0.169395004	0.179310352	0.304024623	0.368583583	0.366470338
induction_of_programmed_cell_death_GO:0012502	136	96	1.938096915	0.40702	1.272667979	0.691	0.485529726	0.54161084	0.03774672	0.083499959	0.106662483	0.124297165	0.130461497	0.169395004	0.179310352	0.304024623	0.368583583	0.366470338
inhibitory_extracellular_ligand-gated_ion_channel_GO:0005237	38	36	1.022884439	0.82985	0.740763402	0.91546	0.352518832	0.938507674	3.60E-04	0.003892367	0.024885147	0.072431826	0.071817964	0.176815585	0.357807282	0.513177317	0.651350505	0.730175621
inner_membrane_GO:0019866	115	92	2.292432594	0.28449	1.564478609	0.56784	0.571989009	0.128649851	0.012592021	0.039678349	0.013602121	0.029886329	0.030286182	0.07359297	0.142307055	0.149563909	0.33309228	0.446465765
inner_plaque_of_spindle_pole_body_GO:0005822	11	10	2.699075409	0.18473	2.556670191	0.24685	0.677793869	0.194993771	0.086505199	0.111634926	0.065491795	0.209026165	0.36522222	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
inorganic_anion_exchanger_GO:0005452	8	6	3.840136244	0.05022	1.973169905	0.41158	0.567310012	0.409480209	0.287724492	0.32660975	0.217751929	0.109632399	0.055472249	0.221402821	0.146226035	0.100282062	0.066828237	0.049882021
inorganic_anion_transport_GO:0015698	60	54	1.876668678	0.43227	0.986607402	0.82606	0.468058813	0.704556126	0.036565847	0.068165927	0.140948553	0.173278629	0.209531107	0.221613095	0.128721365	0.184215	0.107700508	0.068319324
inorganic_anion_transporter_GO:0015103	11	10	3.681350039	0.06068	1.67952988	0.51947	0.657506638	0.237309976	0.02471047	0.208351737	0.172408133	0.066897413	0.124371819	0.067331543	0.028196181	0.012969128	0.106257288	0.08032447
inorganic_phosphate_transporter_GO:0005315	12	10	1.856600481	0.44015	1.434711932	0.62704	0.516437364	0.491666664	0.227404233	0.266496678	0.297605113	0.209026165	0.36522222	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
inositol/phosphatidylinositol_kinase_GO:0004428	19	17	2.454364679	0.2393	1.532557546	0.58335	0.435481694	0.267063207	0.043783906	0.206821428	0.226988182	0.296819274	0.372501088	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
inositol/phosphatidylinositol_phosphatase_GO:0004437	41	27	2.955024109	0.13765	2.257003539	0.32355	0.56222482	0.107636389	0.122832366	0.155438382	0.054508721	0.094475185	0.177222385	0.232715656	0.362282475	0.306604272	0.23480047	0.187333223
inositol/phosphatidylinositol_phosphodiesterase_GO:0004434	29	18	1.741881711	0.48916	1.334412769	0.66658	0.661042657	0.476588567	0.077704419	0.044636159	0.056670573	0.183809087	0.095205262	0.040828708	0.076452557	0.716626207	0.807252109	0.854649863
inositol_phospholipid-mediated_signaling_GO:0019936	14	12	1.414304244	0.6412	0.936518023	0.85011	0.522835184	0.70460687	0.182093169	0.233385741	0.246255415	0.36965538	0.378760262	0.332100486	0.710288953	0.800873112	0.867019182	0.900620903
"inositol-1,4,5-triphosphate_receptor_GO:0008095"	8	4	2.263440579	0.29367	2.458267782	0.27098	0.621291606	0.334185353	0.311773529	0.081392712	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"inositol-1,4,5-trisphosphate_5-phosphatase_GO:0004445"	8	7	1.810871323	0.45966	1.390722624	0.6454	0.578425797	0.405948741	0.226674145	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
"inositol-1,4,5-trisphosphate_phosphatase_GO:0016313"	8	7	1.810871323	0.45966	1.390722624	0.6454	0.578425797	0.405948741	0.226674145	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
insoluble_fraction_GO:0005626	18	16	2.582801056	0.20892	1.683746511	0.51821	0.567240338	0.348037045	0.125184738	0.211219713	0.17470237	0.158230573	0.075570938	0.134744756	0.293530231	0.222491487	0.158410895	0.122049749
insulin_receptor_ligand_GO:0005158	16	10	2.57065862	0.2116	1.47817178	0.606	0.592251991	0.316117122	0.17936871	0.208351737	0.304173875	0.386545575	0.36522222	0.304611602	0.217548119	0.155285979	0.106257288	0.916479896
insulin_receptor_signaling_pathway_GO:0008286	19	13	2.952228419	0.138	2.100908181	0.37001	0.668171138	0.132360218	0.005712483	0.112163579	0.123724225	0.257852923	0.381446424	0.342924621	0.259713331	0.191033953	0.133339261	0.892793198
insulin-like_growth_factor_binding_GO:0005520	20	17	1.652768538	0.52903	1.415424667	0.63598	0.523031341	0.493053944	0.155155497	0.177938325	0.246813351	0.296819274	0.28875588	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
insulin-like_growth_factor_receptor_binding_GO:0005067	9	7	2.135027842	0.33608	1.791760788	0.47554	0.613722145	0.335053431	0.097187738	0.235337624	0.250464626	0.380302248	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
integral_peroxisomal_membrane_GO:0005779	8	8	1.746813928	0.48647	1.530486958	0.58395	0.468388031	0.581440584	0.256698389	0.260293804	0.274365883	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
integral_plasma_membrane_proteoglycan_GO:0005888	28	23	1.525560188	0.5872	1.295278646	0.68247	0.473399587	0.588508441	0.166133665	0.122485703	0.129598452	0.073257061	0.186146785	0.330853776	0.518870096	0.653190483	0.760575459	0.818114472
integrin_GO:0008305	28	19	1.55365534	0.57421	1.092278992	0.77902	0.503386048	0.61305526	0.172062047	0.160605576	0.237335059	0.264316076	0.359751492	0.401121406	0.581662863	0.703467572	0.797695367	0.847216329
integrin_ligand_GO:0005178	43	29	1.76085351	0.48023	1.711242916	0.50521	0.45721043	0.466739928	0.101158224	0.152169724	0.125029878	0.21830075	0.264399247	0.354793187	0.437113237	0.584391675	0.708078303	0.776300533
integrin-mediated_signaling_pathway_GO:0007229	58	43	2.027782509	0.37361	1.572657381	0.56513	0.526613296	0.340942833	0.085950156	0.1085168	0.153790662	0.139816225	0.176296303	0.186808152	0.292839473	0.450591081	0.599124793	0.68675546
intercellular_junction_GO:0005911	75	60	1.917242333	0.41594	1.171479951	0.74481	0.473927473	0.646541738	0.047770577	0.103890495	0.117018048	0.166989418	0.201582582	0.160622073	0.149842911	0.20407206	0.353218544	0.313021319
interferon-alpha/beta_receptor_ligand_GO:0005132	5	5	1.095142027	0.79769	0.854542536	0.8817	0.42694488	0.640058824	0.264739024	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
interleukin_binding_GO:0019965	32	24	1.422756012	0.63731	0.888790066	0.86939	0.389577289	0.800131736	0.030084553	0.106898653	0.211660212	0.230918922	0.31536726	0.373365267	0.504256687	0.641189401	0.751565863	0.810994414
interleukin_receptor_GO:0004907	32	24	1.422756012	0.63731	0.888790066	0.86939	0.389577289	0.800131736	0.030084553	0.106898653	0.211660212	0.230918922	0.31536726	0.373365267	0.504256687	0.641189401	0.751565863	0.810994414
"interleukin-1,_Type_I,_activating_binding_GO:0019967"	9	8	0.838821518	0.90417	0.740484722	0.91546	0.30999638	0.764991937	0.061875309	0.052006323	0.207232651	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
"interleukin-1,_Type_I,_activating_receptor_GO:0004909"	6	5	0.838821518	0.90417	0.740484722	0.91546	0.270920275	0.764991937	0.10276502	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
interleukin-1_binding_GO:0019966	9	8	0.777065997	0.92576	0.740484722	0.91546	0.30999638	0.826279423	0.061875309	0.052006323	0.207232651	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
interleukin-1_receptor_GO:0004908	7	6	0.777065997	0.92576	0.740484722	0.91546	0.330156815	0.826279423	0.173576328	0.10893881	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
interleukin-1_receptor_ligand_GO:0005149	7	6	0.989532071	0.84473	0.717291128	0.9228	0.330156815	0.708259368	0.173576328	0.10893881	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
intermediate_filament_GO:0005882	73	60	1.415778171	0.6412	1.081945851	0.78472	0.419236684	0.84890153	0.063676395	0.020831861	0.039348859	0.065190344	0.126817563	0.16494554	0.179880593	0.328400272	0.488919341	0.591624786
internalization_receptor_GO:0015029	5	4	1.029540028	0.82711	0.981637925	0.82828	0.405692233	0.643355679	0.188107626	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
intracellular_ligand-gated_ion_channel_GO:0005217	17	11	1.730103156	0.49387	1.234814774	0.71196	0.506040489	0.493309942	0.234667849	0.141506183	0.298814306	0.379580663	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
intracellular_transporter_GO:0005478	39	29	1.955982073	0.40085	1.459868694	0.61597	0.540311917	0.360785714	0.123976226	0.141791524	0.176901626	0.21830075	0.280810235	0.354793187	0.437113237	0.584391675	0.708078303	0.776300533
intra-Golgi_transport_GO:0006891	7	6	3.026220677	0.12705	3.831222702	0.07449	0.750904704	0.171191407	0.148067816	0.065133259	0.063036818	0.109632399	0.293365414	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
"intramolecular_isomerase,_interconverting_aldoses_and_ketoses_GO:0016861"	21	15	3.403640588	0.08341	3.108282506	0.14936	0.626019402	0.172391097	0.089416128	0.040041653	0.076147138	0.143984953	0.201611772	0.12368174	0.283116362	0.757587172	0.836607538	0.877338514
"intramolecular_isomerase,_other_intramolecular_oxidoreductases_GO:0016865"	6	6	2.410772626	0.25093	2.482856379	0.26586	0.743747487	0.246239689	0.148067816	0.01162469	0.063036818	0.109632399	0.293365414	0.221402821	0.146226035	0.894951432	0.931162832	0.949028537
"intramolecular_isomerase,_transposing_C=C_bonds_GO:0016863"	7	4	2.246095923	0.29896	0.885275287	0.87105	0.719880608	0.514950691	0.100271249	0.273412745	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
intramolecular_isomerase_GO:0016860	8	5	2.753027577	0.17336	2.730496629	0.21249	0.409214811	0.175820665	0.264739024	0.352456259	0.406617398	0.340818231	0.262961928	0.193560545	0.867210343	0.911665109	0.942300871	0.957342207
"intramolecular_transferase,_phosphotransferases_GO:0016868"	9	7	1.845136827	0.44523	0.962589041	0.83771	0.504368957	0.532126469	0.228008245	0.316051075	0.250464626	0.380302248	0.318190003	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
intramolecular_transferase_GO:0016866	6	5	1.942544167	0.40539	1.200011807	0.72762	0.442117959	0.447382477	0.10276502	0.352456259	0.406617398	0.340818231	0.262961928	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
invasive_growth_GO:0007125	42	31	1.927078225	0.41211	1.478601134	0.606	0.53192436	0.324361793	0.12427267	0.150036547	0.1357117	0.126421605	0.103609248	0.22502577	0.41281951	0.563098292	0.691389171	0.762836497
inward_rectifier_potassium_channel_GO:0005242	13	13	1.005445745	0.83775	0.528392367	0.96937	0.321539019	0.871096411	0.04178775	0.2096781	0.219115	0.228456391	0.38687269	0.535374705	0.690311004	0.786178192	0.856762316	0.892793198
ion_homeostasis_GO:0006873	58	48	2.971895106	0.13536	2.108457525	0.3673	0.552126273	0.293585731	0.111765062	0.002529196	0.019945001	0.007232754	0.012113748	0.01715351	0.008623763	0.009527623	0.016443482	0.007438125
ionotropic_glutamate_receptor_GO:0004970	29	15	1.343364383	0.67649	0.862327667	0.87868	0.353524132	0.693957793	0.003931264	0.082164593	0.170543129	0.181996522	0.334239222	0.486266315	0.652018197	0.757587172	0.836607538	0.877338514
iota_DNA_polymerase_GO:0016000	14	10	2.048826953	0.36601	1.802705931	0.47183	0.626055998	0.25984686	0.086505199	0.208351737	0.297605113	0.386545575	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
iron_binding_GO:0005506	15	14	1.820597555	0.45529	1.42462277	0.63025	0.480016904	0.584763406	0.211267559	0.184416759	0.274059085	0.268577338	0.381875059	0.352004183	0.271857358	0.201978413	0.846625565	0.885032591
iron_homeostasis_GO:0006879	10	9	5.212409755	0.00773	3.343645565	0.11937	0.790528673	0.081274665	0.039540462	0.004588807	0.001497885	0.00942752	0.018858513	0.006457798	0.001552292	0.010566564	0.096764192	0.072916748
iron_transport_GO:0006826	8	6	2.664673968	0.19139	1.882299595	0.44342	0.592943305	0.311148958	0.287724492	0.32660975	0.400840106	0.365128917	0.293365414	0.221402821	0.146226035	0.100282062	0.931162832	0.949028537
iron_transporter_GO:0005381	4	4	2.521000725	0.22294	3.260492528	0.13018	0.644597202	0.332378078	0.311773529	0.273412745	0.129025391	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
iron-sulfur_electron_transfer_carrier_GO:0008042	21	19	3.143226964	0.11127	1.897576243	0.43852	0.646948106	0.178031073	0.025403229	0.058653034	0.134436248	0.09355323	0.245304234	0.166323769	0.083062553	0.041807447	0.01937632	0.010996775
isocitrate_dehydrogenase_GO:0004448	7	5	3.588771049	0.06779	2.191559492	0.34342	0.624074297	0.33517404	0.219298011	0.315002784	0.406617398	0.340818231	0.262961928	0.193560545	0.125362954	0.08511861	0.056349454	0.041927396
isomerase_GO:0016853	94	71	1.968756031	0.39574	1.422822239	0.6316	0.520813391	0.323662801	0.092738319	0.097418814	0.10936012	0.092052821	0.182760076	0.225759499	0.271459801	0.267521423	0.428565381	0.537123309
isoprenoid_binding_GO:0019840	7	6	2.901602955	0.14593	4.081445469	0.06003	0.694089264	0.209630164	0.148067816	0.065133259	0.063036818	0.017534075	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
isoprenoid_biosynthesis_GO:0008299	7	6	1.529572853	0.58563	1.17877192	0.7396	0.540651387	0.457905065	0.298042945	0.32660975	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
isoprenoid_metabolism_GO:0006720	7	6	1.529572853	0.58563	1.17877192	0.7396	0.540651387	0.457905065	0.298042945	0.32660975	0.307193464	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
isotropic_bud_growth_GO:0007119	6	5	2.571332308	0.2116	0.684392358	0.93249	0.502689663	0.506332648	0.264739024	0.315002784	0.176686362	0.081855304	0.262961928	0.193560545	0.867210343	0.911665109	0.942300871	0.957342207
JAK-STAT_cascade_GO:0007259	32	21	2.275840175	0.28982	1.982610602	0.40835	0.572268738	0.214073978	0.154516909	0.138427346	0.215044486	0.280107336	0.343575965	0.377327275	0.549373909	0.677866122	0.778916578	0.832540017
JNK_cascade_GO:0007254	28	18	1.734278556	0.49199	1.166673007	0.74674	0.425371131	0.593880912	0.174498731	0.039471525	0.113357745	0.28053189	0.366638701	0.373529071	0.311974508	0.716626207	0.807252109	0.854649863
kainate_selective_glutamate_receptor_GO:0015277	15	7	1.178494921	0.75798	0.84188911	0.88697	0.365596401	0.680278399	0.106201912	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
kappa_DNA_polymerase_GO:0016450	10	9	2.138107445	0.33481	1.802705931	0.47183	0.657254334	0.246537788	0.039540462	0.180828505	0.28980653	0.38969625	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
kinase_activator_GO:0019209	8	5	1.398535946	0.64938	1.041280012	0.80329	0.395079001	0.59030572	0.264739024	0.352456259	0.406617398	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
kinase_inhibitor_GO:0019210	32	20	1.924723863	0.41278	1.329416401	0.66869	0.519127598	0.395142137	0.134573211	0.191162748	0.211901182	0.283891496	0.352012613	0.377035706	0.565288881	0.690548994	0.788250623	0.839846561
kinase_regulator_GO:0019207	113	74	2.298731313	0.2827	1.56311302	0.5692	0.552101481	0.185122701	0.043024711	0.029913209	0.025836361	0.148412674	0.158224776	0.133264177	0.190872553	0.240707343	0.160775712	0.108707016
kinesin_GO:0005871	4	4	1.636155256	0.53586	1.383044035	0.64921	0.416184274	0.492752592	0.311773529	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
kinesin_motor_GO:0016326	20	18	1.016827193	0.83242	1.2931946	0.68323	0.519771281	0.642020199	0.174498731	0.146720211	0.209742673	0.28053189	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
kinetochore_GO:0005699	21	15	1.306616312	0.69508	1.110290987	0.76928	0.468783963	0.582773346	0.153693547	0.159293817	0.052210841	0.181996522	0.334239222	0.486266315	0.652018197	0.757587172	0.836607538	0.877338514
lactation_GO:0007595	5	4	1.863033598	0.43765	1.742017525	0.49613	0.425229137	0.605851862	0.363346095	0.407966121	0.395968463	0.305396706	0.226278927	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lactoperoxidase_GO:0016686	4	4	1.577041592	0.56313	2.027065081	0.39679	0.555957549	0.456577541	0.311773529	0.273412745	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
lambda_DNA_polymerase_GO:0016449	10	9	2.138107445	0.33481	1.802705931	0.47183	0.657254334	0.246537788	0.039540462	0.180828505	0.28980653	0.38969625	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
L-amino_acid_transport_GO:0015807	9	7	1.263784734	0.71699	0.826513839	0.89037	0.413801424	0.67647967	0.228008245	0.23567052	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
L-amino_acid_transporter_GO:0015179	17	15	1.478243101	0.60925	0.74713314	0.91407	0.381073139	0.808363495	0.015218428	0.082164593	0.259751076	0.328686901	0.380350167	0.359478518	0.283116362	0.212459871	0.836607538	0.877338514
large_ribosomal_subunit_GO:0015934	58	50	4.378167278	0.02575	4.709965389	0.03753	0.787302935	3.34E-04	1.08E-06	5.10E-11	5.58E-14	3.99E-14	3.35E-14	3.49E-08	0.002151412	0.010875572	0.551047259	0.645883549
late_endosome_GO:0005770	4	4	2.26615914	0.29224	2.851163296	0.18993	0.694585142	0.285265421	0.100271249	0.273412745	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
latrotoxin_receptor_GO:0016524	5	4	2.150055314	0.33054	0.73277123	0.91751	0.43484684	0.605048241	0.188107626	0.407966121	0.395968463	0.305396706	0.226278927	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
learning_and_memory_GO:0007611	18	13	1.551992095	0.57505	1.053458036	0.79719	0.416255723	0.594089222	0.04178775	0.127861944	0.219115	0.357484508	0.381446424	0.342924621	0.690311004	0.786178192	0.856762316	0.892793198
lectin_GO:0005530	62	49	1.70446583	0.50568	0.77818087	0.9049	0.388151041	0.919077846	1.66E-04	0.00976482	0.096168856	0.170184965	0.195449716	0.118120856	0.110140871	0.048156155	0.017314136	0.007856937
leukotriene_biosynthesis_GO:0019370	9	8	1.471624534	0.61318	1.581812602	0.56136	0.495324566	0.536201598	0.170058022	0.291254532	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
leukotriene_metabolism_GO:0006691	11	10	1.415169666	0.6412	1.581812602	0.56136	0.471337195	0.587397766	0.17936871	0.266496678	0.304173875	0.321267148	0.481730609	0.618463349	0.751988218	0.831086475	0.887898911	0.916479896
ligand-dependent_nuclear_receptor_GO:0004879	88	57	2.16880486	0.32453	1.468619892	0.60975	0.50469632	0.403032021	0.094155987	0.105271815	0.132136581	0.072930665	0.058734546	0.033058205	0.00404067	0.066095102	0.506791551	0.60741232
ligand-dependent_thyroid_hormone_receptor_interactor_GO:0016923	11	10	2.646663158	0.19531	2.138323615	0.35721	0.623642288	0.259418569	0.086505199	0.111634926	0.172408133	0.066897413	0.124371819	0.304611602	0.751988218	0.831086475	0.887898911	0.916479896
ligand-gated_ion_channel_GO:0015276	109	85	1.337830593	0.67956	0.859502642	0.87992	0.387826947	0.940659916	1.79E-05	0.008177249	0.012941131	0.052767238	0.086164281	0.145392882	0.087686915	0.205994032	0.362309753	0.474868126
ligand-regulated_transcription_factor_GO:0003706	90	58	2.189250925	0.31784	1.505650852	0.59382	0.510412219	0.375230947	0.087777484	0.110987758	0.13692551	0.077095205	0.06211823	0.035158545	0.004382728	0.068439779	0.500763444	0.602104189
"ligase,_forming_aminoacyl-tRNA_and_related_compounds_GO:0016876"	88	79	2.001569088	0.38383	1.690410709	0.51307	0.519891611	0.38760848	0.066295164	0.037453962	0.07713685	0.138141324	0.107129219	0.212607308	0.272173518	0.343032715	0.371236962	0.34956537
"ligase,_forming_carbon-carbon_bonds_GO:0016885"	8	7	5.847513107	0.0031	4.048662481	0.06166	0.700153387	0.179868279	0.226674145	0.105082705	0.019667639	0.003283145	0.072208942	0.036268399	0.014322743	0.006393133	0.002736814	0.001495257
