class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
microtubule cytoskeleton organization and biogenesis(GO:0000226)	58	43	0.794671588	0.28231	0.436052832	0.77592	0.5300794	0.541233078	0.870243446	0.951624288	0.985240514
microtubule motor(GO:0003777)	45	34	0.503884294	0.53843	0.319553887	0.88553	0.398474417	0.615598895	0.895981217	0.961571492	0.988317608
microtubule nucleation(GO:0007020)	15	13	0.814815873	0.26998	0.417601382	0.7954	0.526779151	0.830874657	0.958922335	0.985146523	0.995522395
microtubule organizing center(GO:0005815)	87	60	0.639128894	0.40373	0.417933226	0.7954	0.482436135	0.424238415	0.82355939	0.933087444	0.979445665
microtubule(GO:0005874)	87	63	0.681062301	0.36029	0.504598601	0.70846	0.522175348	0.406370497	0.815575719	0.929850183	0.978425409
microtubule-based movement(GO:0007018)	58	43	0.726664008	0.33041	0.504598601	0.70846	0.529542004	0.335471903	0.870243446	0.951624288	0.985240514
microvillus(GO:0005902)	8	6	0.967872201	0.1932	0.358648412	0.84964	0.476932812	0.079059333	0.980834526	0.993119687	0.997931748
mismatch repair(GO:0006298)	8	7	0.369310754	0.71737	0.311018095	0.88553	0.372503575	0.905082213	0.977674912	0.991977119	0.997587317
mitochondrial electron transport chain complex (sensu Eukarya)(GO:0005746)	74	54	0.686763435	0.36029	0.520594583	0.68753	0.54461669	0.462344858	0.839753419	0.939592415	0.981488304
mitochondrial genome maintenance(GO:0000002)	6	5	0.845917844	0.25256	0.69220669	0.53537	0.698354998	0.931250379	0.984003986	0.994263439	0.998276259
mitochondrial inner membrane translocase complex(GO:0005744)	11	9	0.840546046	0.25256	0.74504368	0.50022	0.673495224	0.879643561	0.971385102	0.989695533	0.996898693
mitochondrial large ribosomal subunit(GO:0005762)	23	19	1.053951548	0.15838	0.69220669	0.53537	0.701990892	0.762705954	0.940516839	0.978358287	0.993460324
mitochondrial matrix(GO:0005759)	94	70	0.907790787	0.22083	0.620741632	0.5955	0.596019604	0.372022824	0.181674595	0.074908353	0.976047568
mitochondrial outer membrane(GO:0005741)	43	33	0.730288158	0.32322	0.467199774	0.74743	0.521526867	0.624463173	0.898885869	0.962682493	0.988659902
mitochondrial ribosome(GO:0005761)	51	39	0.992740503	0.18098	0.701952971	0.52817	0.674777392	0.573115298	0.881593197	0.956033776	0.986607322
mitochondrial small ribosomal subunit(GO:0005763)	25	17	0.961360091	0.1932	0.703479599	0.52817	0.642667895	0.784788813	0.946613824	0.98061634	0.994147364
mitochondrial translocation(GO:0006628)	18	15	0.580262165	0.4515	0.477064366	0.73561	0.506798725	0.807505697	0.952748913	0.982879083	0.994834721
mitochondrial transport(GO:0006839)	22	15	0.823063773	0.26413	0.394004368	0.81458	0.504203616	0.174027335	0.952748913	0.982879083	0.994834721
mitochondrion inheritance(GO:0000001)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
mitochondrion organization and biogenesis(GO:0007005)	46	31	0.79421445	0.28231	0.597210905	0.62611	0.596656952	0.642573286	0.904722436	0.964907962	0.989344728
mitosis(GO:0007067)	113	87	0.646129303	0.39468	0.419159384	0.7954	0.502236514	0.287861622	0.75433822	0.904313765	0.970288857
mitotic anaphase(GO:0000090)	13	12	0.506384811	0.53843	0.382600166	0.82296	0.440651623	0.842809444	0.962023493	0.986282008	0.99586635
mitotic checkpoint(GO:0007093)	10	8	0.433054951	0.62422	0.382600166	0.82296	0.452617952	0.892272972	0.974525114	0.990835735	0.997242965
mitotic chromosome condensation(GO:0007076)	5	5	0.658378609	0.3857	0.808537807	0.46015	0.60763833	0.931250379	0.984003986	0.994263439	0.998276259
mitotic chromosome segregation(GO:0000070)	7	7	0.540274743	0.49338	0.424975046	0.78572	0.491115604	0.905082213	0.977674912	0.991977119	0.997587317
mitotic chromosome(GO:0005708)	18	11	0.525093277	0.51567	0.405315808	0.80514	0.465460406	0.85491425	0.965134321	0.98741867	0.996210385
mitotic prophase(GO:0000088)	5	5	0.658378609	0.3857	0.808537807	0.46015	0.60763833	0.931250379	0.984003986	0.994263439	0.998276259
mitotic spindle assembly(GO:0007052)	18	9	0.963631103	0.1932	0.699919269	0.53537	0.662127083	0.879643561	0.971385102	0.989695533	0.996898693
mitotic spindle checkpoint(GO:0007094)	6	5	0.464102529	0.5868	0.382600166	0.82296	0.478269872	0.931250379	0.984003986	0.994263439	0.998276259
mitotic spindle orientation(GO:0000132)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
mitotic spindle positioning and orientation(GO:0040001)	12	4	1.093110941	0.1448	1.079322154	0.31482	0.763888889	0.94461449	0.98718332	0.995408376	0.998620848
modulation of synapse(GO:0007273)	12	9	0.633895991	0.40373	0.442685326	0.76633	0.497525607	0.879643561	0.971385102	0.989695533	0.996898693
monocarboxylate channel(GO:0015256)	23	17	0.760857297	0.30207	0.488849544	0.72676	0.525664568	0.784788813	0.946613824	0.98061634	0.994147364
monocarboxylic acid transport(GO:0015718)	5	5	0.570619486	0.46239	0.536183131	0.67962	0.530633843	0.931250379	0.984003986	0.994263439	0.998276259
monocarboxylic acid transporter(GO:0008028)	11	9	0.553334908	0.48229	0.442123724	0.76633	0.489495019	0.879643561	0.971385102	0.989695533	0.996898693
monooxygenase(GO:0004497)	70	54	0.664133638	0.37734	0.534632766	0.67962	0.518486383	0.462344858	0.839753419	0.939592415	0.981488304
monosaccharide transport(GO:0015749)	12	9	0.607842435	0.43212	0.307502948	0.89436	0.408396312	0.879643561	0.971385102	0.989695533	0.996898693
monosaccharide transporter(GO:0015145)	11	8	0.6309876	0.40373	0.414734	0.7954	0.400704833	0.892272972	0.974525114	0.990835735	0.997242965
monoubiquitination(GO:0006513)	13	8	0.596758321	0.4412	0.283646439	0.90953	0.394677791	0.892272972	0.974525114	0.990835735	0.997242965
monovalent inorganic cation homeostasis(GO:0030004)	7	6	0.964141665	0.1932	0.569476685	0.65095	0.602220433	0.918073823	0.980834526	0.993119687	0.997931748
monovalent inorganic cation transporter(GO:0015077)	136	96	0.704280002	0.34467	0.50641145	0.70846	0.536443802	0.352130763	0.732537556	0.894901539	0.967249319
morphogenesis of an epithelium(GO:0002009)	5	4	0.260316431	0.84816	0.258656125	0.93154	0.208247067	0.94461449	0.98718332	0.995408376	0.998620848
morphogenesis(GO:0009653)	34	27	0.577082142	0.46239	0.333529804	0.8687	0.420887847	0.680370826	0.916505398	0.969372795	0.990715328
motor(GO:0003774)	117	78	0.622077148	0.41264	0.329843242	0.8775	0.43533375	0.327630911	0.776763848	0.913814992	0.973334757
M-phase specific microtubule process(GO:0000072)	23	13	0.940004806	0.20197	0.566367754	0.65095	0.590230725	0.830874657	0.958922335	0.985146523	0.995522395
"mRNA binding, 3' UTR(GO:0003730)"	7	7	0.783936774	0.28855	0.533250975	0.67962	0.548761445	0.905082213	0.977674912	0.991977119	0.997587317
mRNA cap binding(GO:0003731)	7	4	0.380968956	0.69111	0.431942282	0.77592	0.397573039	0.94461449	0.98718332	0.995408376	0.998620848
mRNA catabolism(GO:0006402)	10	8	0.774122375	0.29527	0.533250975	0.67962	0.57599252	0.892272972	0.974525114	0.990835735	0.997242965
mRNA cleavage and polyadenylation specificity factor complex(GO:0005847)	6	4	0.267491569	0.84816	0.256653322	0.93154	0.246808144	0.94461449	0.98718332	0.995408376	0.998620848
mRNA cleavage(GO:0006379)	10	8	0.7528544	0.30872	0.406937785	0.80514	0.508990219	0.892272972	0.974525114	0.990835735	0.997242965
mRNA editing(GO:0006381)	6	4	0.43917493	0.62422	0.430310142	0.77592	0.314728548	0.94461449	0.98718332	0.995408376	0.998620848
mRNA metabolism(GO:0016071)	44	32	0.708673647	0.34467	0.505291755	0.70846	0.533629991	0.633454039	0.901799599	0.963794649	0.989002276
mRNA modification(GO:0016556)	6	4	0.43917493	0.62422	0.430310142	0.77592	0.314728548	0.94461449	0.98718332	0.995408376	0.998620848
mRNA polyadenylation(GO:0006378)	19	12	0.534750345	0.50472	0.406937785	0.80514	0.437907744	0.842809444	0.962023493	0.986282008	0.99586635
mRNA splice site selection(GO:0006376)	19	14	0.605806715	0.43212	0.357708886	0.84964	0.40481674	0.81910752	0.955830818	0.984012215	0.995178518
mRNA splicing(GO:0006371)	126	95	0.641592825	0.39468	0.413377818	0.7954	0.46004882	0.238956374	0.734929516	0.89594297	0.967586732
mRNA-nucleus export(GO:0006406)	9	7	0.599174032	0.4412	0.327489297	0.8775	0.425514079	0.905082213	0.977674912	0.991977119	0.997587317
mu DNA polymerase(GO:0016448)	13	11	0.44657146	0.61154	0.340120864	0.8605	0.411858891	0.85491425	0.965134321	0.98741867	0.996210385
muscle attachment(GO:0016203)	10	6	0.578758062	0.46239	0.491617899	0.71782	0.518599478	0.918073823	0.980834526	0.993119687	0.997931748
muscle contraction regulation(GO:0006937)	29	23	0.901033032	0.22083	0.418822045	0.7954	0.523383035	0.238271251	0.069138871	0.025846634	0.992087193
muscle fiber(GO:0030484)	90	59	0.667256076	0.37734	0.387421687	0.82296	0.482006117	0.430365861	0.826237321	0.934168783	0.979785908
muscle motor(GO:0003776)	15	11	0.825568194	0.26413	0.328633111	0.8775	0.498466884	0.85491425	0.965134321	0.98741867	0.996210385
muscle myosin(GO:0005859)	37	25	0.678171004	0.36856	0.342846681	0.8605	0.458291249	0.700088376	0.922452234	0.971612177	0.991401102
muscle thin filament tropomyosin(GO:0005862)	7	4	0.693385984	0.35255	0.441234447	0.76633	0.484385783	0.94461449	0.98718332	0.995408376	0.998620848
myofibril(GO:0030016)	60	39	0.717881662	0.33733	0.418822045	0.7954	0.514218199	0.573115298	0.881593197	0.956033776	0.986607322
myogenesis(GO:0007519)	25	19	0.60929632	0.43212	0.533957433	0.67962	0.521470458	0.762705954	0.940516839	0.978358287	0.993460324
myo-inositol metabolism(GO:0006020)	8	5	0.701636743	0.34467	0.563677107	0.65095	0.543977913	0.931250379	0.984003986	0.994263439	0.998276259
myosin ATPase(GO:0008570)	22	13	0.482106997	0.56274	0.295310812	0.90215	0.375669811	0.830874657	0.958922335	0.985146523	0.995522395
myosin II(GO:0016460)	51	36	0.76667043	0.30207	0.393168449	0.81458	0.477510326	0.598243055	0.890199043	0.959352951	0.987633257
myosin phosphatase(GO:0017018)	41	33	0.636989178	0.40373	0.52700965	0.68753	0.524041337	0.624463173	0.898885869	0.962682493	0.988659902
"myosin phosphatase, regulator(GO:0017020)"	20	16	0.603507348	0.43212	0.52700965	0.68753	0.563176687	0.796066886	0.949676591	0.981747125	0.994491003
myosin(GO:0016459)	79	58	0.680187827	0.36029	0.387421687	0.82296	0.460063458	0.436581077	0.828923647	0.93525125	0.98012623
mystery cell fate differentiation(GO:0008583)	4	4	0.117832179	0.97927	0.191264543	0.96389	0.113354037	0.94461449	0.98718332	0.995408376	0.998620848
N-acetylglucosamine metabolism(GO:0006044)	4	4	0.600712934	0.43212	0.933629343	0.38474	0.488986657	0.94461449	0.98718332	0.995408376	0.998620848
N-acetyltransferase(GO:0008080)	20	16	0.566393245	0.47259	0.30983051	0.89436	0.451134531	0.796066886	0.949676591	0.981747125	0.994491003
N-acyltransferase(GO:0016410)	23	19	0.587831103	0.4515	0.38397214	0.82296	0.487541009	0.762705954	0.940516839	0.978358287	0.993460324
NAD(P)+-arginine ADP-ribosyltransferase(GO:0003956)	5	4	0.609774542	0.43212	0.686645381	0.54359	0.533413849	0.94461449	0.98718332	0.995408376	0.998620848
NAD+ ADP-ribosyltransferase(GO:0003950)	6	6	1.187998282	0.11798	1.080408383	0.30787	0.734526001	0.918073823	0.980834526	0.993119687	0.997931748
NADH dehydrogenase (ubiquinone) (sensu Eukarya)(GO:0005748)	44	31	0.754534287	0.30872	0.520594583	0.68753	0.561037975	0.642573286	0.904722436	0.964907962	0.989344728
NADH dehydrogenase (ubiquinone)(GO:0008137)	51	37	0.804889261	0.27595	0.520594583	0.68753	0.547948711	0.314315879	0.887321466	0.958245409	0.987291199
NADH dehydrogenase (ubiquinone)(GO:0045279)	44	31	0.754534287	0.30872	0.520594583	0.68753	0.561037975	0.642573286	0.904722436	0.964907962	0.989344728
NADH dehydrogenase(GO:0003954)	37	27	0.694858489	0.35255	0.50641145	0.70846	0.518582589	0.680370826	0.916505398	0.969372795	0.990715328
NADPH metabolism(GO:0006739)	8	7	0.657767063	0.3857	0.506265984	0.70846	0.532702139	0.905082213	0.977674912	0.991977119	0.997587317
NADPH regeneration(GO:0006740)	8	7	0.657767063	0.3857	0.506265984	0.70846	0.532702139	0.905082213	0.977674912	0.991977119	0.997587317
negative control of cell proliferation(GO:0008285)	103	80	0.654656815	0.3857	0.421740247	0.78572	0.478028545	0.209109011	0.771725491	0.911695879	0.97265734
nerve ensheathment(GO:0008366)	12	7	0.396256086	0.6778	0.332819851	0.8687	0.328467873	0.905082213	0.977674912	0.991977119	0.997587317
nerve-nerve synaptic transmission(GO:0007270)	8	6	1.056041236	0.15838	0.618962576	0.60711	0.590849824	0.918073823	0.980834526	0.993119687	0.997931748
neuromuscular junction development(GO:0007528)	7	5	0.570163154	0.46239	0.472403736	0.73561	0.489497297	0.931250379	0.984003986	0.994263439	0.998276259
neuron differentiation(GO:0030182)	9	7	1.281460941	0.09479	1.063370662	0.32004	0.681312359	0.905082213	0.977674912	0.991977119	0.997587317
neuropeptide hormone(GO:0005184)	11	10	1.13280999	0.13243	0.777957598	0.47897	0.605260129	0.12452084	0.968254847	0.988556511	0.996554499
neuropeptide receptor(GO:0008188)	10	9	0.448687919	0.61154	0.221231766	0.95003	0.344330635	0.879643561	0.971385102	0.989695533	0.996898693
neuropeptide signaling pathway(GO:0007218)	50	37	0.608843206	0.43212	0.387986905	0.82296	0.455898919	0.589748032	0.887321466	0.958245409	0.987291199
neurotoxin(GO:0019847)	6	4	0.643860301	0.39468	0.344350225	0.8605	0.414625029	0.94461449	0.98718332	0.995408376	0.998620848
neurotransmitter binding(GO:0042165)	23	22	0.420875678	0.63742	0.237662855	0.94434	0.3198269	0.730732192	0.931442308	0.974979981	0.992430357
neurotransmitter catabolism(GO:0042135)	6	6	0.821994821	0.26413	0.663264167	0.56241	0.654701641	0.918073823	0.980834526	0.993119687	0.997931748
neurotransmitter maintenance(GO:0001505)	64	50	0.671749607	0.36856	0.470189932	0.73561	0.505629047	0.489615947	0.850719564	0.943951707	0.98285164
neurotransmitter metabolism(GO:0042133)	18	15	0.618745324	0.42269	0.461730479	0.74743	0.516426734	0.807505697	0.952748913	0.982879083	0.994834721
neurotransmitter receptor(GO:0030594)	23	22	0.420875678	0.63742	0.237662855	0.94434	0.3198269	0.730732192	0.931442308	0.974979981	0.992430357
neurotransmitter release(GO:0007269)	38	30	0.693552627	0.35255	0.470189932	0.73561	0.505837563	0.651822732	0.907654407	0.966022432	0.989687259
neurotransmitter synthesis and storage(GO:0001506)	12	9	0.483245659	0.56274	0.384607107	0.82296	0.424188949	0.879643561	0.971385102	0.989695533	0.996898693
neurotransmitter transport(GO:0006836)	26	22	0.556384955	0.48229	0.518325236	0.69716	0.491303072	0.730732192	0.931442308	0.974979981	0.992430357
neurotransmitter transporter(GO:0005326)	14	12	0.588565535	0.4515	0.65382117	0.57017	0.495970527	0.842809444	0.962023493	0.986282008	0.99586635
neurotransmitter:sodium symporter(GO:0005328)	14	12	0.588565535	0.4515	0.65382117	0.57017	0.495970527	0.842809444	0.962023493	0.986282008	0.99586635
neutral amino acid transporter(GO:0015175)	6	6	1.074178591	0.15167	0.982440815	0.36205	0.607512655	0.918073823	0.980834526	0.993119687	0.997931748
neutral lipid metabolism(GO:0006638)	18	13	0.849995731	0.25256	0.546099423	0.67003	0.587883619	0.830874657	0.958922335	0.985146523	0.995522395
NGF/TNF (6 C-domain) receptor(GO:0005027)	6	5	0.505290328	0.53843	0.321352353	0.8775	0.479719314	0.931250379	0.984003986	0.994263439	0.998276259
nickel binding(GO:0016151)	6	5	0.317017889	0.78375	0.29899489	0.90215	0.321108938	0.931250379	0.984003986	0.994263439	0.998276259
nicotinamide metabolism(GO:0006769)	9	8	0.698880949	0.35255	0.609131984	0.61558	0.566326237	0.892272972	0.974525114	0.990835735	0.997242965
nicotinic acetylcholine-activated cation-selective channel(GO:0004889)	4	4	0.69092605	0.35255	0.453446233	0.75799	0.443322981	0.94461449	0.98718332	0.995408376	0.998620848
nicotinic acetylcholine-gated receptor-channel(GO:0005892)	4	4	0.69092605	0.35255	0.453446233	0.75799	0.443322981	0.94461449	0.98718332	0.995408376	0.998620848
NIK-I-kappaB/NF-kappaB cascade(GO:0007249)	16	14	0.605544132	0.43212	0.435681984	0.77592	0.459095545	0.81910752	0.955830818	0.984012215	0.995178518
nitric oxide biosynthesis(GO:0006809)	12	9	1.027885254	0.16955	0.953071928	0.37452	0.641181059	0.879643561	0.971385102	0.989695533	0.996898693
nitrogen metabolism(GO:0006807)	40	32	0.718124341	0.33733	0.564944384	0.65095	0.524560784	0.633454039	0.901799599	0.963794649	0.989002276
N-linked glycosylation(GO:0006487)	25	20	0.5756966	0.46239	0.312619991	0.88553	0.446076285	0.751896778	0.937482564	0.977231016	0.993116922
NLS-bearing substrate-nucleus import(GO:0006607)	13	10	0.472129338	0.57447	0.529056891	0.68753	0.436360497	0.867191477	0.968254847	0.988556511	0.996554499
N-methyl-D-aspartate selective glutamate receptor(GO:0004972)	8	5	0.731201531	0.32322	0.488849544	0.72676	0.590199011	0.931250379	0.984003986	0.994263439	0.998276259
N-methyltransferase(GO:0008170)	23	21	0.675310576	0.36856	0.542552615	0.67003	0.553861605	0.741239564	0.93445773	0.976104915	0.9927736
non-covalent chromatin modification(GO:0016582)	25	20	0.752261453	0.30872	0.656274418	0.57017	0.602569717	0.751896778	0.937482564	0.977231016	0.993116922
non-G-protein coupled 7TM receptor(GO:0004926)	13	11	0.538046172	0.50472	0.483776743	0.72676	0.481984575	0.85491425	0.965134321	0.98741867	0.996210385
non-membrane spanning protein tyrosine kinase(GO:0004715)	8	8	0.611412429	0.42269	0.513037075	0.69716	0.415779632	0.892272972	0.974525114	0.990835735	0.997242965
non-membrane spanning protein tyrosine phosphatase(GO:0004726)	6	6	0.984229029	0.18496	1.3959544	0.20462	0.674911796	0.918073823	0.980834526	0.993119687	0.997931748
non-muscle myosin(GO:0005860)	15	12	0.959609795	0.1974	0.608487982	0.61558	0.541311689	0.842809444	0.962023493	0.986282008	0.99586635
non-selective vesicle docking(GO:0006904)	7	6	0.801228141	0.27595	0.696719685	0.53537	0.697902286	0.918073823	0.980834526	0.993119687	0.997931748
non-selective vesicle endocytosis(GO:0016193)	6	4	0.649624559	0.39468	0.640475652	0.57875	0.506613757	0.94461449	0.98718332	0.995408376	0.998620848
non-selective vesicle exocytosis(GO:0016194)	12	11	0.65511053	0.3857	0.665254806	0.56241	0.584698138	0.85491425	0.965134321	0.98741867	0.996210385
non-selective vesicle targeting(GO:0006903)	6	6	0.510683631	0.52683	0.665254806	0.56241	0.484775272	0.918073823	0.980834526	0.993119687	0.997931748
non-selective vesicle transport(GO:0006899)	70	53	0.683645889	0.36029	0.497835175	0.71782	0.514890274	0.469017989	0.842482106	0.940680536	0.98182902
N-terminal protein myristoylation(GO:0006499)	16	13	0.648039737	0.39468	0.596996222	0.62611	0.537070989	0.830874657	0.958922335	0.985146523	0.995522395
nu DNA polymerase(GO:0016451)	13	11	0.44657146	0.61154	0.340120864	0.8605	0.411858891	0.85491425	0.965134321	0.98741867	0.996210385
nuclear body(GO:0016604)	6	6	0.909458972	0.22083	0.622113013	0.5955	0.602143734	0.918073823	0.980834526	0.993119687	0.997931748
nuclear chromosome(GO:0000228)	30	20	0.892613918	0.22568	0.573142363	0.6429	0.613597603	0.751896778	0.937482564	0.977231016	0.993116922
nuclear envelope-endoplasmic reticulum network(GO:0042175)	86	61	0.678443905	0.36856	0.387263812	0.82296	0.478234132	0.368495118	0.820889829	0.932007232	0.979105501
nuclear inner membrane(GO:0005637)	12	10	0.608766478	0.43212	0.387263812	0.82296	0.508229742	0.867191477	0.968254847	0.988556511	0.996554499
"nuclear inner membrane, integral protein(GO:0005639)"	7	6	0.506384497	0.53843	0.360066497	0.84094	0.464776039	0.918073823	0.980834526	0.993119687	0.997931748
nuclear lamina(GO:0005652)	4	4	0.731026793	0.32322	0.846697448	0.43654	0.544254658	0.94461449	0.98718332	0.995408376	0.998620848
nuclear localization sequence binding(GO:0008139)	13	10	0.724176593	0.33041	0.545148283	0.67003	0.54645488	0.867191477	0.968254847	0.988556511	0.996554499
nuclear matrix(GO:0016363)	11	8	0.749040073	0.3159	0.443397216	0.76633	0.504718067	0.892272972	0.974525114	0.990835735	0.997242965
nuclear membrane(GO:0005635)	96	72	0.666833203	0.37734	0.393676688	0.81458	0.508271183	0.357124337	0.792069961	0.920198957	0.975368893
nuclear mitotic chromosome(GO:0000230)	6	4	0.876339597	0.23621	1.043277045	0.3317	0.73542098	0.94461449	0.98718332	0.995408376	0.998620848
nuclear organization and biogenesis(GO:0006997)	125	97	0.61471638	0.42269	0.421469664	0.78572	0.488865476	0.350752587	0.730153105	0.893861198	0.966911985
nuclear pore(GO:0005643)	55	41	0.595023351	0.4412	0.387421687	0.82296	0.469570656	0.556947953	0.875900595	0.953826739	0.98592376
nuclear RNA-nucleus export(GO:0006405)	16	12	0.648010721	0.39468	0.396632581	0.81458	0.4548795	0.842809444	0.962023493	0.986282008	0.99586635
nuclear ubiquitin ligase complex(GO:0000152)	18	12	0.593832746	0.4412	0.543577786	0.67003	0.519120807	0.842809444	0.962023493	0.986282008	0.99586635
nuclease(GO:0004518)	73	62	0.673417106	0.36856	0.464386924	0.74743	0.516175724	0.412241937	0.818228614	0.930928145	0.978765416
nucleobase metabolism(GO:0009112)	15	10	0.719094585	0.33733	0.652966773	0.57017	0.527958103	0.867191477	0.968254847	0.988556511	0.996554499
nucleobase transporter(GO:0015205)	8	6	1.125660993	0.13545	0.905742053	0.40407	0.749693204	0.918073823	0.980834526	0.993119687	0.997931748
"nucleobase, nucleoside, nucleotide and nucleic acid transport(GO:0015931)"	15	10	0.906140875	0.22083	0.618962576	0.60711	0.557009669	0.867191477	0.968254847	0.988556511	0.996554499
"nucleobase, nucleoside, nucleotide and nucleic acid transporter(GO:0015932)"	13	10	0.978000113	0.18908	0.649761676	0.57875	0.663823665	0.867191477	0.968254847	0.988556511	0.996554499
"nucleobase, nucleoside, nucleotide kinase(GO:0019205)"	44	33	0.779913789	0.29527	0.56785842	0.65095	0.569245834	0.624463173	0.898885869	0.962682493	0.988659902
nucleocapsid(GO:0019013)	68	55	0.61609744	0.42269	0.330631044	0.8687	0.418579407	0.139862453	0.837033255	0.938505427	0.981147667
nucleocytoplasmic transport(GO:0006913)	66	49	0.666771679	0.37734	0.409401117	0.80514	0.480930909	0.496679372	0.853482602	0.94504437	0.983192671
nucleocytoplasmic transporter(GO:0005487)	6	4	0.381740261	0.69111	0.344273936	0.8605	0.383626639	0.94461449	0.98718332	0.995408376	0.998620848
nucleolus(GO:0005730)	117	93	0.700717224	0.34467	0.465797418	0.74743	0.501984967	0.235526125	0.739736049	0.898029105	0.968261792
nucleoside catabolism(GO:0009164)	6	4	0.313745505	0.78375	0.44441951	0.76633	0.305296756	0.94461449	0.98718332	0.995408376	0.998620848
nucleoside diphosphatase(GO:0017110)	5	4	0.909520963	0.22083	0.498396412	0.71782	0.462100299	0.94461449	0.98718332	0.995408376	0.998620848
nucleoside kinase(GO:0019206)	13	10	0.809407123	0.27595	0.652966773	0.57017	0.611820902	0.867191477	0.968254847	0.988556511	0.996554499
nucleoside metabolism(GO:0009116)	20	12	0.484569244	0.56274	0.425077317	0.78572	0.434050963	0.842809444	0.962023493	0.986282008	0.99586635
nucleoside monophosphate biosynthesis(GO:0009124)	7	5	0.589232583	0.4515	0.395889198	0.81458	0.49888416	0.931250379	0.984003986	0.994263439	0.998276259
nucleoside monophosphate metabolism(GO:0009123)	7	5	0.589232583	0.4515	0.395889198	0.81458	0.49888416	0.931250379	0.984003986	0.994263439	0.998276259
nucleoside phosphate metabolism(GO:0006753)	25	15	0.613055801	0.42269	0.444443356	0.76633	0.505577949	0.807505697	0.952748913	0.982879083	0.994834721
nucleoside-diphosphate kinase(GO:0004550)	9	6	0.80056281	0.27595	0.954164778	0.37452	0.601453444	0.918073823	0.980834526	0.993119687	0.997931748
nucleosome assembly chaperone(GO:0003762)	6	5	0.459133497	0.59923	0.34248723	0.8605	0.388220407	0.931250379	0.984003986	0.994263439	0.998276259
nucleosome assembly(GO:0006334)	35	27	0.604539909	0.43212	0.360979432	0.84094	0.443355245	0.264301265	0.916505398	0.969372795	0.990715328
nucleosome remodeling complex(GO:0005679)	9	8	0.624081968	0.41264	0.776384664	0.47897	0.536061565	0.892272972	0.974525114	0.990835735	0.997242965
nucleosome(GO:0005718)	45	37	0.673051142	0.36856	0.454460332	0.75799	0.478560306	0.314315879	0.887321466	0.958245409	0.987291199
nucleotidase(GO:0008252)	6	4	0.731943731	0.32322	0.652348043	0.57017	0.625517598	0.94461449	0.98718332	0.995408376	0.998620848
nucleotide biosynthesis(GO:0009165)	22	18	0.580994079	0.4515	0.395889198	0.81458	0.443413978	0.773669239	0.943560583	0.979486728	0.993803804
nucleotide excision repair complex(GO:0000109)	17	11	0.736433059	0.32322	0.452983203	0.75799	0.521123518	0.85491425	0.965134321	0.98741867	0.996210385
nucleotide kinase(GO:0019201)	23	18	0.749592985	0.3159	0.56785842	0.65095	0.539426523	0.773669239	0.943560583	0.979486728	0.993803804
nucleotide metabolism(GO:0009117)	82	59	0.804205456	0.27595	0.498396412	0.71782	0.54691476	0.366697787	0.158493271	0.934168783	0.979785908
nucleotide receptor(GO:0016502)	4	4	0.354393243	0.73032	0.366700245	0.84094	0.345554405	0.94461449	0.98718332	0.995408376	0.998620848
nucleotide transport(GO:0006862)	10	6	0.597773116	0.4412	0.439869705	0.77592	0.466501764	0.918073823	0.980834526	0.993119687	0.997931748
nucleotide-excision repair(GO:0006289)	25	16	0.772271236	0.29527	0.424847963	0.78572	0.49290918	0.796066886	0.949676591	0.981747125	0.994491003
nucleotide-sugar metabolism(GO:0009225)	6	5	0.58588943	0.4515	0.552085714	0.66075	0.449165996	0.931250379	0.984003986	0.994263439	0.998276259
nucleotide-sugar transporter(GO:0005338)	5	5	0.547221468	0.49338	0.57892281	0.6429	0.493776602	0.931250379	0.984003986	0.994263439	0.998276259
nucleotidyltransferase(GO:0016779)	90	66	0.553012113	0.48229	0.378653359	0.83153	0.43910783	0.389249272	0.807666705	0.926623033	0.977405862
null(GO:0000157)	90	63	0.732383937	0.32322	0.577382259	0.6429	0.557803697	0.369900738	0.815575719	0.929850183	0.978425409
null(GO:0003751)	13	9	1.073155289	0.15167	0.608487982	0.61558	0.667702459	0.879643561	0.971385102	0.989695533	0.996898693
null(GO:0003752)	10	8	1.217558288	0.11032	1.349275871	0.21754	0.786162255	0.892272972	0.974525114	0.990835735	0.997242965
null(GO:0004870)	7	6	0.387303828	0.69111	0.292599317	0.90215	0.318952293	0.918073823	0.980834526	0.993119687	0.997931748
null(GO:0005752)	15	10	0.541563483	0.49338	0.40214034	0.80514	0.451691989	0.867191477	0.968254847	0.988556511	0.996554499
null(GO:0009790)	6	4	0.279681074	0.83527	0.312979648	0.88553	0.299258109	0.94461449	0.98718332	0.995408376	0.998620848
null(GO:0009887)	88	70	0.603385366	0.43212	0.424340001	0.78572	0.469014504	0.367529168	0.797236323	0.922335848	0.976047568
null(GO:0030179)	5	5	0.604829723	0.43212	0.590361012	0.62611	0.518440124	0.931250379	0.984003986	0.994263439	0.998276259
nutritional response pathway(GO:0007584)	8	6	0.994823447	0.18098	0.386801114	0.82296	0.540324436	0.918073823	0.980834526	0.993119687	0.997931748
