class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	aroc rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
iron-sulfur_electron_transfer_carrier_GO:0008042	20	15	0.556817176	0.5007	0.433783648	0.6823	0.455186972	0.615050459	0.243696767	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
isocitrate_dehydrogenase_GO:0004448	4	4	0.377743954	0.7762	0.489843884	0.6222	0.447990366	0.593246377	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
isomerase_GO:0016853	81	67	0.557756831	0.5007	0.295883816	0.8538	0.450696366	0.758845621	0.126443893	0.213220388	0.317292838	0.850204655	0.950592576	0.979940629	0.979940629	0.989920265	0.989920265	0.989920265
isoprenoid_biosynthesis_GO:0008299	9	6	0.398498401	0.7425	0.458492749	0.655	0.35230638	0.674962364	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
isoprenoid_metabolism_GO:0006720	10	7	0.366893381	0.7895	0.177263263	0.9565	0.335520654	0.721154759	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
isotropic_bud_growth_GO:0007119	11	4	0.40515933	0.7347	0.549150687	0.5468	0.435044408	0.582136472	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
JAK-STAT_cascade_GO:0007259	16	13	0.550195465	0.5089	0.262982383	0.887	0.459544074	0.581319282	0.225895184	0.624760311	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
JNK_cascade_GO:0007254	28	23	0.619900805	0.4188	0.396465912	0.7258	0.518463821	0.43112923	0.21502872	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
kainate_selective_glutamate_receptor_GO:0015277	8	6	0.380946893	0.7694	0.225234493	0.9208	0.372785223	0.704530864	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
kappa_DNA_polymerase_GO:0016450	9	8	0.468930663	0.636	0.388096216	0.7381	0.420018075	0.590832687	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
keratinocyte_differentiation_GO:0030216	4	4	0.22324213	0.9463	0.19351477	0.9463	0.251241909	0.801625665	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
kinase_activator_GO:0019209	4	4	0.602371143	0.4379	0.65419513	0.4193	0.550579557	0.454847804	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
kinase_inhibitor_GO:0019210	25	17	0.573187313	0.4783	0.360067635	0.7693	0.477322332	0.450847453	0.246938359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
kinase_regulator_GO:0019207	69	56	0.663992131	0.3661	0.484576573	0.6271	0.504749442	0.40898866	0.099762937	0.276786494	0.289362376	0.118984287	0.958567302	0.983220015	0.983220015	0.991575147	0.991575147	0.991575147
kinesin_GO:0005871	8	7	0.636050139	0.3961	0.640240384	0.4343	0.490598107	0.442772041	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
kinesin_motor_GO:0016326	24	21	0.4814672	0.6184	0.41613573	0.706	0.522896813	0.518488922	0.22194492	0.362542058	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
kinetochore_GO:0005699	12	10	0.578870291	0.4703	0.570554579	0.5201	0.527196022	0.469693033	0.307272537	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
lambda_DNA_polymerase_GO:0016449	9	8	0.468930663	0.636	0.388096216	0.7381	0.420018075	0.590832687	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
L-amino_acid_transport_GO:0015807	6	5	0.280542066	0.8962	0.11736413	0.9837	0.325414032	0.753342144	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
L-amino_acid_transporter_GO:0015179	10	9	0.311015829	0.8614	0.20080424	0.9414	0.359228014	0.775192543	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
large_ribosomal_subunit_GO:0015934	69	58	0.559231343	0.4972	0.460209034	0.6532	0.511170655	0.452727133	0.130750745	0.121732474	0.627301285	0.869024732	0.957113385	0.982623355	0.982623355	0.991274259	0.991274259	0.991274259
late_endosome_GO:0005770	4	4	0.565537494	0.4889	0.664481924	0.4059	0.622534999	0.376587442	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
learning_and_memory_GO:0007611	16	12	0.509724046	0.5764	0.428648195	0.6879	0.464632002	0.575465403	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
lectin_GO:0005530	29	23	0.551461067	0.5089	0.476749767	0.6344	0.517663043	0.47913898	0.200301732	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
leukotriene_biosynthesis_GO:0019370	5	5	0.953113912	0.1263	0.435700934	0.6801	0.610207769	0.355816289	0.174152408	0.153710562	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
leukotriene_metabolism_GO:0006691	6	6	1.165637965	0.0565	1.690859755	0.0198	0.671334638	0.255208444	0.061459386	0.016315258	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
leukotriene-A4_hydrolase_GO:0004463	5	4	1.031962384	0.0928	0.968026311	0.1773	0.744844197	0.193161567	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ligand-dependent_nuclear_receptor_GO:0004879	5	5	0.559136297	0.4972	0.494605529	0.6157	0.354351099	0.444594923	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
ligand-dependent_nuclear_receptor_interactor_GO:0016922	30	21	0.319225226	0.8529	0.209616304	0.9357	0.51311572	0.719688407	0.163109782	0.467515394	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
ligand-gated_ion_channel_GO:0015276	58	50	0.41962771	0.7139	0.350236901	0.7833	0.429234501	0.811610736	0.011472957	0.16294596	0.669139496	0.886080885	0.962939656	0.985011079	0.985011079	0.99247781	0.99247781	0.99247781
ligand-regulated_transcription_factor_GO:0003706	30	21	0.559136297	0.4972	0.494605529	0.6157	0.51311572	0.444594923	0.163109782	0.467515394	0.845041494	0.950576682	0.984298203	0.993690867	0.993690867	0.99684068	0.99684068	0.99684068
"ligase,_forming_aminoacyl-tRNA_and_related_compounds_GO:0016876"	75	59	0.609163253	0.4305	0.351096396	0.7833	0.463822255	0.648049634	0.11176843	0.193029421	0.297703918	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
"ligase,_forming_carbon-nitrogen_bonds_GO:0016879"	99	80	0.612777203	0.4253	0.415081066	0.7068	0.497561672	0.515695719	0.08204644	0.228756236	0.107710746	0.823693687	0.941236423	0.976072055	0.976072055	0.987964495	0.987964495	0.987964495
"ligase,_forming_carbon-oxygen_bonds_GO:0016875"	75	59	0.609163253	0.4305	0.351096396	0.7833	0.463822255	0.648049634	0.11176843	0.193029421	0.297703918	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
"ligase,_forming_carbon-sulfur_bonds_GO:0016877"	8	7	1.10579025	0.0694	0.531268769	0.5721	0.526419966	0.468172079	0.248034262	0.022036531	0.053244179	0.016622727	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
"ligase,_forming_phosphoric_ester_bonds_GO:0016886"	83	66	0.635696772	0.3981	0.357426672	0.7729	0.475282379	0.607765725	0.091172502	0.122045009	0.315046475	0.852276745	0.95131535	0.980238529	0.980238529	0.990070709	0.990070709	0.990070709
light_response_GO:0009416	62	53	0.623961903	0.4137	0.404360507	0.7186	0.536531209	0.338522527	0.11379338	0.287324096	0.653138801	0.879648381	0.960751489	0.984115343	0.984115343	0.992026478	0.992026478	0.992026478
lipase_GO:0016298	34	24	0.546886628	0.5162	0.410650449	0.7125	0.470802506	0.5650658	0.212457724	0.419311652	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
lipid_binding_GO:0008289	80	71	0.727722789	0.3004	0.553090208	0.5424	0.538451818	0.290287283	0.065486141	0.137499037	0.090854939	0.841963428	0.947705871	0.978749484	0.978749484	0.98931849	0.98931849	0.98931849
lipid_biosynthesis_GO:0008610	41	31	0.440797481	0.682	0.297621168	0.8515	0.401626555	0.799751714	0.161250093	0.325222919	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
lipid_catabolism_GO:0016042	34	26	0.616188927	0.4209	0.394597976	0.7282	0.511199796	0.436753989	0.143555907	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
lipid_transport_GO:0006869	34	26	0.706788143	0.3194	0.623487091	0.4523	0.510537567	0.359526994	0.143555907	0.37469273	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
lipid_transporter_GO:0005319	40	34	0.570045835	0.4806	0.324542458	0.817	0.465838233	0.535144362	0.170918323	0.291641554	0.761194022	0.921138913	0.974677316	0.989795219	0.989795219	0.99488491	0.99488491	0.99488491
lipopolysaccharide_biosynthesis_GO:0009103	6	4	0.603404259	0.4379	0.733036033	0.3411	0.518101761	0.44718319	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
lipopolysaccharide_metabolism_GO:0008653	6	4	0.603404259	0.4379	0.733036033	0.3411	0.518101761	0.44718319	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
lipoprotein_binding_GO:0008034	8	5	0.635091536	0.3981	0.557833914	0.5383	0.602589581	0.365206559	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
lipoprotein_biosynthesis_GO:0042158	22	17	0.464453013	0.6442	0.374553782	0.753	0.450643244	0.612608335	0.230040359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
lipoprotein_metabolism_GO:0042157	22	17	0.464453013	0.6442	0.374553782	0.753	0.450643244	0.612608335	0.230040359	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
lipoxygenase_GO:0016165	4	4	1.019298041	0.0974	1.690859755	0.0198	0.555359025	0.428941937	0.126875647	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
locomotory_behavior_GO:0007626	16	11	0.706667179	0.3194	0.362040206	0.7673	0.52698778	0.451823389	0.192163691	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
lyase_GO:0016829	84	72	0.548185525	0.5128	0.366551745	0.763	0.471273764	0.668552578	0.092733689	0.221653351	0.560174038	0.839914855	0.946985292	0.978451811	0.978451811	0.989168046	0.989168046	0.989168046
lymph_gland_development_GO:0007515	20	15	0.572986964	0.4783	0.519403852	0.5869	0.510725774	0.449611136	0.262042802	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
lymphocyte_antigen_GO:0005557	6	5	1.319443438	0.0298	1.087621329	0.1201	0.576784101	0.366918994	0.174152408	0.153710562	0.038634165	0.011927191	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
lysosomal_cysteine-type_endopeptidase_GO:0004212	5	4	2.257685077	9.00E-04	0.455010015	0.6591	0.548810778	0.405261715	0.39450791	0.127478061	0.031151176	0.009563347	0.003003446	0.001203007	0.001203007	0.999398225	0.999398225	0.999398225
lysosomal_membrane_GO:0005765	12	10	0.737849696	0.2922	0.661982007	0.4111	0.632333886	0.262419154	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
lysosome_GO:0005764	8	7	0.679312554	0.3489	0.382789905	0.7458	0.516135972	0.57555383	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
lysosome_organization_and_biogenesis_GO:0007040	81	73	0.499291118	0.592	0.584509148	0.5009	0.492563065	0.493448229	0.108949423	0.222961359	0.017501599	0.149204647	0.052570286	0.021726839	0.021726839	0.989017602	0.989017602	0.989017602
lytic_vacuole_GO:0000323	81	73	0.679312554	0.3489	0.382789905	0.7458	0.492563065	0.57555383	0.108949423	0.222961359	0.017501599	0.149204647	0.052570286	0.021726839	0.021726839	0.989017602	0.989017602	0.989017602
M_phase_of_mitotic_cell_cycle_GO:0000087	79	66	0.595747816	0.4475	0.401943053	0.7221	0.48613778	0.607765725	0.128370127	0.211148924	0.315046475	0.852276745	0.95131535	0.980238529	0.980238529	0.990070709	0.990070709	0.990070709
magnesium_binding_GO:0000287	64	54	0.54649055	0.5162	0.394641075	0.7282	0.481377555	0.606484299	0.039453236	0.276474278	0.647889126	0.87751396	0.960022985	0.983816855	0.983816855	0.991876034	0.991876034	0.991876034
maintenance_of_fidelity_during_DNA_dependent_DNA_replication_GO:0045005	6	5	0.473620404	0.6295	0.21976192	0.9262	0.384161397	0.673217347	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
major_(U2-dependent)_spliceosome_GO:0005684	12	10	0.607696975	0.4334	0.555245051	0.5403	0.494892271	0.515164435	0.169695694	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
major_histocompatibility_complex_antigen_GO:0003819	9	8	2.158509023	0.0011	0.647065356	0.4275	0.578550987	0.323644665	0.116745444	0.02834659	0.00166789	1.50E-04	0.005992434	0.002404566	0.002404566	0.00120355	0.00120355	0.00120355
male_gonad_development_GO:0008584	8	5	0.536064255	0.5333	0.414460315	0.7068	0.467238783	0.469604496	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
manganese_binding_GO:0030145	31	26	0.530801993	0.5414	0.424777505	0.6927	0.487551265	0.58160016	0.202624203	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
mannosidase_GO:0015923	9	7	0.453047451	0.6636	0.206340684	0.9367	0.409208262	0.664734006	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
mannosyl-oligosaccharide_mannosidase_GO:0015924	5	4	0.539563066	0.5296	0.206340684	0.9367	0.402152642	0.629569054	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
MAP_kinase_GO:0004707	8	6	0.627462819	0.4087	0.420304769	0.6977	0.589243588	0.627046337	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
MAP_kinase_kinase_GO:0004708	10	7	0.232286171	0.9387	0.215960725	0.9295	0.294277108	0.824311485	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
MAP_kinase_kinase_kinase_GO:0004709	11	10	0.793514924	0.2415	0.93192551	0.1953	0.445773693	0.342884824	0.296786476	0.256737304	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
MAPKKK_cascade_GO:0000165	29	23	0.755173361	0.2739	0.553090208	0.5424	0.575745642	0.296457524	0.175255305	0.369402048	0.154243921	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
mediator_complex_GO:0000119	12	9	0.260442465	0.9157	0.237874475	0.9145	0.292909511	0.850761002	0.173737232	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
meiosis_GO:0007126	13	12	0.688506897	0.3379	0.67641792	0.3914	0.512195428	0.324953402	0.2499014	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
meiosis_I_GO:0007127	22	20	0.617725976	0.4209	0.601863737	0.4792	0.571691565	0.491186647	0.231068651	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
meiotic_chromosome_GO:0005711	13	12	0.430010916	0.6952	0.351542406	0.7833	0.442175333	0.656338572	0.2499014	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
meiotic_prophase_I_GO:0007128	13	12	0.617725976	0.4209	0.601863737	0.4792	0.512195428	0.491186647	0.2499014	0.286652362	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
meiotic_recombination_GO:0007131	9	8	0.700287079	0.3251	0.601863737	0.4792	0.551777376	0.418059906	0.362655156	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
membrane_alanyl_aminopeptidase_GO:0004179	6	5	0.439348654	0.6853	0.435700934	0.6801	0.457723577	0.526552393	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
membrane_coat_GO:0030117	23	19	0.526198992	0.5468	0.409481388	0.714	0.466807483	0.616322833	0.196014038	0.35257434	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
membrane_fusion_GO:0006944	10	9	0.706598741	0.3194	0.427532141	0.6901	0.571792039	0.374707131	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
membrane_lipid_metabolism_GO:0006643	53	45	0.517253326	0.5641	0.394641075	0.7282	0.462159615	0.6537242	0.151384747	0.326063428	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
membrane-associated_protein_with_guanylate_kinase_activity_GO:0004384	4	4	0.243562139	0.9316	0.217943236	0.9276	0.312998645	0.741675189	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
metabolism_of_energy_reserves_GO:0006112	27	23	0.34396101	0.8232	0.296666464	0.8515	0.354055083	0.867732208	0.056254815	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
metabotropic_glutamate_receptor_signaling_pathway_GO:0007216	4	4	0.730145257	0.2979	0.622784844	0.4523	0.596304381	0.395096928	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
metal_ion_homeostasis_GO:0006875	26	20	1.033152671	0.0925	0.706628711	0.3628	0.585762789	0.245976077	0.077388537	0.027449254	0.13733316	0.046116263	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
metallocarboxypeptidase_GO:0004181	12	10	0.866613486	0.1811	0.632215588	0.4437	0.693912912	0.167495629	0.063608725	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
metalloendopeptidase_GO:0004222	49	43	0.657165898	0.373	0.436787681	0.6781	0.511522263	0.458247278	0.059670885	0.130271877	0.707985073	0.901261963	0.968060886	0.987102714	0.987102714	0.993530916	0.993530916	0.993530916
metalloexopeptidase_GO:0008235	24	20	0.659860218	0.3707	0.620386324	0.4569	0.58289573	0.260533595	0.21073317	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
metallopeptidase_GO:0008237	78	68	0.682539613	0.3453	0.514207616	0.5923	0.540798262	0.294670962	0.021220464	0.128353489	0.578598712	0.848137288	0.949870242	0.979642775	0.979642775	0.989769821	0.989769821	0.989769821
metarhodopsin_inactivation_GO:0016060	5	4	0.497379901	0.5946	0.489367244	0.6222	0.449119374	0.523699702	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
methyltransferase_GO:0008168	60	51	0.461548099	0.6515	0.296055522	0.8515	0.422742839	0.813663507	0.052619882	0.157116758	0.66376366	0.883931833	0.962209824	0.984712455	0.984712455	0.992327366	0.992327366	0.992327366
MHC_class_I_receptor_GO:0030106	14	12	1.334534612	0.0274	1.621293296	0.0249	0.642979151	0.213574934	0.008691436	0.007052079	0.087756184	0.02817559	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
MHC_class_II_receptor_GO:0045012	7	6	0.468661818	0.636	0.570666076	0.5201	0.418009336	0.589445698	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
MHC-interacting_protein_GO:0003822	12	8	0.551129446	0.5089	0.52309349	0.5829	0.429526284	0.626859404	0.362655156	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
microfibril_GO:0001527	27	22	0.935559037	0.1356	0.517281921	0.5899	0.547046312	0.263061382	0.101084738	0.141438458	0.148704857	0.05049849	0.983555448	0.993390931	0.993390931	0.996690236	0.996690236	0.996690236
microfilament_motor_GO:0000146	10	8	0.81301055	0.2236	0.973952971	0.176	0.624472812	0.271062575	0.116745444	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
microsome_GO:0005792	60	49	0.539998086	0.5296	0.393973525	0.7308	0.461107571	0.667094096	0.148422285	0.272180706	0.674558044	0.888234834	0.96366993	0.985309748	0.985309748	0.992628253	0.992628253	0.992628253
microspike_GO:0030028	5	5	0.419465141	0.7139	0.306695243	0.8397	0.448870822	0.592252736	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
microtubule_associated_protein_GO:0005875	79	65	0.610005744	0.4279	0.525579753	0.58	0.507942407	0.431376779	0.129933594	0.227891061	0.592806146	0.854353569	0.952038564	0.980536474	0.980536474	0.990221152	0.990221152	0.990221152
microtubule_binding_GO:0008017	51	45	0.559018942	0.4972	0.41613573	0.706	0.472664849	0.602380603	0.12643644	0.326063428	0.696666037	0.896899816	0.966595459	0.986504878	0.986504878	0.993230029	0.993230029	0.993230029
microtubule_cytoskeleton_organization_and_biogenesis_GO:0000226	46	35	0.638735939	0.3936	0.507896437	0.6031	0.482261689	0.566029794	0.071552934	0.364276309	0.213521081	0.078003598	0.025792913	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
microtubule_GO:0005874	30	28	0.700369397	0.3251	0.522936655	0.5829	0.477440485	0.440103223	0.075110808	0.362652798	0.798826261	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
microtubule_motor_GO:0003777	12	11	0.521873281	0.5572	0.536181638	0.5628	0.463217163	0.583494676	0.278262899	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
microtubule_nucleation_GO:0007020	63	47	0.535195544	0.5363	0.40842345	0.714	0.558249516	0.537034047	0.152675154	0.268925961	0.2607883	0.101929114	0.034385381	0.985907223	0.985907223	0.992929141	0.992929141	0.992929141
microtubule_organizing_center_GO:0005815	57	47	0.78120214	0.252	0.692870611	0.3746	0.499903288	0.158636625	0.152675154	0.268925961	0.2607883	0.101929114	0.034385381	0.985907223	0.985907223	0.992929141	0.992929141	0.992929141
microtubule-based_movement_GO:0007018	47	38	0.871214346	0.1783	0.675264962	0.3937	0.577008226	0.171714009	0.097361998	0.241963209	0.22639547	0.084114459	0.027952933	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
microvillus_GO:0005902	8	6	0.808190322	0.2277	0.925016031	0.1994	0.572228078	0.37664783	0.215134072	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
mismatch_repair_GO:0006298	6	5	0.473620404	0.6295	0.21976192	0.9262	0.384161397	0.673217347	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
mitochondrial_electron_transport_chain_complex_(sensu_Eukarya)_GO:0005746	57	47	0.541505776	0.5267	0.471610426	0.642	0.499925854	0.549947563	0.112916702	0.181757446	0.685524605	0.892557467	0.965131808	0.985907223	0.985907223	0.992929141	0.992929141	0.992929141
mitochondrial_genome_maintenance_GO:0000002	5	5	0.400852393	0.74	0.240090528	0.9086	0.415236375	0.637794129	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
mitochondrial_inner_membrane_translocase_complex_GO:0005744	10	9	0.633254791	0.4003	0.420433605	0.6977	0.50333099	0.462961515	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
mitochondrial_large_ribosomal_subunit_GO:0005762	19	19	0.713528403	0.3137	0.619390837	0.4596	0.597235016	0.272902466	0.131633333	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
mitochondrial_matrix_GO:0005759	83	68	0.637703964	0.3961	0.516755139	0.5899	0.527710719	0.383487363	0.117001424	0.213770305	0.319483646	0.140580952	0.949870242	0.979642775	0.979642775	0.989769821	0.989769821	0.989769821
mitochondrial_outer_membrane_GO:0005741	33	26	0.494956712	0.5967	0.494537985	0.6157	0.472871865	0.598135741	0.202624203	0.389958894	0.811771408	0.939151614	0.980588913	0.992191636	0.992191636	0.996088461	0.996088461	0.996088461
mitochondrial_ribosome_GO:0005761	46	38	0.597175963	0.446	0.521318093	0.5847	0.536903425	0.37748419	0.1641444	0.252177534	0.737078004	0.912254509	0.971732229	0.988598098	0.988598098	0.994283135	0.994283135	0.994283135
mitochondrial_small_ribosomal_subunit_GO:0005763	25	17	0.446784323	0.6729	0.48953333	0.6222	0.448478396	0.628194849	0.133797983	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
mitochondrial_translocation_GO:0006628	18	15	0.44963601	0.6693	0.332397638	0.8062	0.440359871	0.65708327	0.262042802	0.581096895	0.886734772	0.964458754	0.988764159	0.995491439	0.995491439	0.997743343	0.997743343	0.997743343
mitochondrial_transport_GO:0006839	19	13	0.833511671	0.2053	0.557833914	0.5383	0.564875583	0.270126149	0.225895184	0.299541278	0.901075993	0.96912819	0.990256407	0.996091992	0.996091992	0.99804423	0.99804423	0.99804423
mitochondrion_inheritance_GO:0000001	11	4	0.40515933	0.7347	0.549150687	0.5468	0.435044408	0.582136472	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
